id,Sex,Length,Diameter,Height,Weight,Shucked Weight,Viscera Weight,Shell Weight,Age
1752,F,1.4875,1.1625,0.3375,29.21415975,12.03436275,6.406987,7.5126175,10.0
1753,I,1.35,1.075,0.35,21.21960075,9.48290775,3.96893,6.0951425,8.0
1754,I,0.8625,0.675,0.225,6.95980225,3.1467945,1.77184375,1.984465,7.0
1755,I,1.1,0.8125,0.25,10.70193625,4.83358975,2.56562975,2.83495,9.0
1756,F,1.6875,1.2875,0.475,44.0834725,18.83824275,8.7599955,11.3398,11.0
1757,M,1.5625,1.225,0.375,34.5013415,16.839603,7.0023265,10.489315,9.0
1758,M,1.5125,1.15,0.3625,25.287754,9.48290775,5.06038575,6.23689,9.0
1759,M,1.4125,1.1125,0.3,24.5790165,12.00601325,5.06038575,6.633783,8.0
1760,F,1.4125,1.1,0.3625,26.1665885,12.530479,5.59902625,7.37087,9.0
1761,F,1.5625,1.2875,0.3875,30.43318825,14.911837,7.087375,7.93786,9.0
1762,F,1.5,1.25,0.4125,31.808139,13.324265,5.40057975,11.056305,17.0
1763,I,0.6125,0.45,0.125,1.3891255,0.60951425,0.38271825,0.60951425,5.0
1764,F,1.4875,1.1375,0.4375,36.86852475,14.0330025,5.5281525,10.6310625,17.0
1765,I,1.325,1.0625,0.325,21.47474625,7.69688925,4.7343665,7.7961125,12.0
1766,I,0.75,0.55,0.1875,3.515338,1.474174,0.75126175,0.9922325,7.0
1767,I,1.0625,0.825,0.2375,9.51125725,4.46504625,1.8427175,2.4097075,7.0
1768,I,1.1625,0.8625,0.2625,12.2753335,5.4147545,2.1262125,3.40194,9.0
1769,I,1.4375,1.1125,0.35,23.43086175,10.70193625,4.5075705,6.23689,9.0
1770,M,1.25,0.95,0.3,16.9246515,7.49844275,4.082328,4.35164825,8.0
1771,M,1.475,1.175,0.375,28.25027675,12.68640125,5.54232725,7.7961125,9.0
1772,M,1.625,1.2375,0.475,36.627554,14.16057525,7.83863675,12.0485375,17.0
1773,M,1.3125,1.0375,0.35,21.035329,9.808927,5.68407475,6.0951425,9.0
1774,M,1.3,1.0625,0.375,20.41164,9.525432,4.139027,5.2446575,9.0
1775,F,1.5,1.1875,0.375,28.76056775,13.19669225,5.99591925,7.93786,11.0
1776,F,1.5875,1.275,0.5125,40.49726075,17.70426275,8.6465975,12.0485375,10.0
1777,I,1.0125,0.775,0.225,9.63883,4.0539785,1.7860185,2.67902775,7.0
1778,M,1.625,1.3,0.4375,39.19318375,14.33067225,9.241937,10.77281,11.0
1779,M,1.6375,1.2875,0.475,49.25725625,24.76328825,8.6465975,11.4815475,11.0
1780,F,1.7,1.2875,0.5,44.22522,17.78931125,8.26387925,13.60776,13.0
1781,I,1.1875,0.9125,0.3125,14.004653,6.2085405,3.44446425,3.96893,7.0
1782,F,1.4875,1.1875,0.375,26.818627,10.8011595,5.40057975,8.788345,13.0
1783,F,1.4375,1.125,0.375,27.499015,10.262519,5.953395,7.654365,14.0
1784,F,1.3625,1.05,0.3625,21.885814,7.654365,4.57844425,7.087375,11.0
1785,M,0.925,0.6625,0.25,6.27941425,2.45223175,1.247378,1.984465,10.0
1786,F,1.6,1.2625,0.425,32.72949775,13.90542975,6.81805475,10.02154825,14.0
1787,F,1.4,1.125,0.3875,27.612413,12.88484775,5.8683465,7.2291225,9.0
1788,M,1.6125,1.275,0.4,36.5425055,15.26620575,7.994559,10.39009175,12.0
1789,F,1.4875,1.125,0.375,29.86619825,12.23280925,5.51397775,10.0640725,14.0
1790,I,0.925,0.7125,0.225,6.30776375,2.211261,1.644271,2.26796,7.0
1791,F,1.4125,1.1375,0.4,25.27357925,7.7961125,5.88252125,9.07184,15.0
1792,F,1.4125,1.1,0.325,23.586784,9.87980075,5.6982495,7.654365,12.0
1793,I,1.1,0.875,0.275,12.14776075,5.62737575,2.84912475,3.685435,7.0
1794,M,1.4125,1.1,0.3875,24.99008425,9.7805775,5.3580555,7.37087,9.0
1795,F,1.6375,1.2625,0.475,39.41997975,16.726205,9.65300475,11.623295,11.0
1796,I,1.0125,0.775,0.25,10.7444605,4.8477645,1.51669825,2.59397925,8.0
1797,F,0.9875,0.75,0.2875,9.02931575,4.03980375,2.0695135,2.83495,12.0
1798,I,0.9125,0.6625,0.225,6.23689,2.90582375,1.190679,1.8427175,7.0
1799,M,1.5875,1.225,0.425,38.85298975,14.75591475,5.48562825,11.1980525,18.0
1800,I,0.8125,0.6,0.2125,4.23825025,1.7860185,0.97805775,1.2757275,6.0
1801,F,1.525,1.225,0.375,32.31843,11.0846545,6.36446275,8.0796075,11.0
1802,M,1.125,0.9125,0.3125,15.3937785,6.81805475,2.82077525,3.96893,9.0
1803,M,1.5125,1.2125,0.375,32.772022,15.422128,7.597666,8.50485,10.0
1804,M,1.8,1.375,0.55,54.7428845,25.16018125,12.47378,13.324265,15.0
1805,F,1.4875,1.1,0.325,25.911443,10.90038275,6.25106475,7.087375,9.0
1806,I,0.7,0.525,0.2,2.59397925,1.1056305,0.60951425,0.850485,5.0
1807,M,0.9625,0.7625,0.225,7.93786,2.721552,1.0489315,2.83495,8.0
1808,M,1.4,1.1125,0.4125,31.51046925,15.18115725,7.3992195,7.7961125,9.0
1809,I,1.0,0.775,0.225,9.7238785,4.082328,2.11203775,2.4097075,8.0
1810,I,0.9125,0.675,0.225,5.88252125,2.14038725,1.17650425,1.99863975,7.0
1811,F,1.275,0.9875,0.35,15.6205745,7.27164675,3.345241,4.53592,10.0
1812,I,1.0375,0.75,0.25,9.6104805,3.78465825,2.22543575,2.6365035,7.0
1813,I,0.9625,0.7125,0.2,6.70465675,2.83495,1.43164975,1.984465,7.0
1814,M,1.3125,1.0,0.325,16.9813505,8.8733935,3.81300775,4.7910655,10.0
1815,M,1.2375,0.9625,0.3125,16.71203025,7.78193775,3.50116325,4.819415,9.0
1816,I,1.4375,1.1875,0.4125,28.81726675,12.51630425,6.22271525,8.6465975,16.0
1817,M,1.5,1.2125,0.4125,28.64716975,12.0485375,6.56290925,9.08601475,14.0
1818,F,1.5375,1.175,0.425,31.127751,13.79203175,6.13766675,8.9300925,13.0
1819,I,1.175,0.9125,0.3125,13.93377925,5.57067675,2.891649,4.53592,7.0
1820,F,1.5125,1.175,0.425,32.205032,12.40290625,7.52679225,9.2135875,11.0
1821,I,1.25,1.0,0.3125,16.31513725,6.6621325,3.118445,5.2446575,8.0
1822,F,1.525,1.1875,0.4375,29.97959625,11.623295,6.917278,10.84368375,17.0
1823,F,1.65,1.2875,0.5,42.2124055,16.5844575,8.5898985,14.74174,18.0
1824,I,1.0625,0.7875,0.3,9.19941275,4.5642695,2.16873675,2.5798045,7.0
1825,F,1.1,0.85,0.2625,11.89261525,3.98310475,1.91359125,3.685435,13.0
1826,M,1.5625,1.2125,0.45,33.40988575,13.4660125,7.04485075,10.0640725,14.0
1827,I,0.5875,0.375,0.15,1.80019325,0.56699,0.35436875,0.4252425,4.0
1828,M,1.725,1.35,0.4875,51.29842025,23.91280325,10.999606,12.8990225,11.0
1829,I,1.3,0.9875,0.3125,18.24290325,8.00873375,3.8838815,5.2446575,8.0
1830,M,1.4375,1.1125,0.3625,23.0481435,10.6310625,4.3941725,6.520385,8.0
1831,M,1.5125,1.15,0.45,25.51455,10.98543125,4.89028875,9.7805775,16.0
1832,M,1.5625,1.275,0.425,36.55668025,16.329312,6.73300625,11.056305,12.0
1833,I,0.925,0.7125,0.225,7.654365,3.24601775,1.34660125,2.19708625,8.0
1834,M,1.2,0.8875,0.2875,13.777857,5.14543425,2.96252275,4.195726,8.0
1835,M,1.125,0.875,0.35,12.984071,5.4147545,2.8066005,3.685435,9.0
1836,F,1.45,1.1375,0.4,26.365035,10.4042665,6.39281225,7.654365,10.0
1837,I,0.9875,0.75,0.225,9.979024,4.932813,2.53728025,2.778251,8.0
1838,I,0.5125,0.375,0.1,1.31825175,0.66621325,0.35436875,0.510291,5.0
1839,I,0.8,0.6125,0.1875,4.20990075,1.91359125,0.97805775,1.2757275,6.0
1840,I,1.1625,0.875,0.2625,11.7650425,4.9611625,2.324659,3.855532,8.0
1841,F,1.725,1.325,0.5125,50.121916,23.0481435,10.77281,13.891255,11.0
1842,M,1.4,1.0875,0.3625,20.41164,8.788345,3.86970675,6.23689,12.0
1843,F,1.5625,1.225,0.475,32.375129,13.96212875,6.90310325,9.4970825,10.0
1844,M,1.55,1.1375,0.4,30.5324115,13.08329425,6.56290925,8.15048125,9.0
1845,I,1.1875,0.8875,0.2875,13.551061,6.917278,2.8066005,3.5436875,7.0
1846,M,1.55,1.2125,0.3875,34.6147395,15.5071765,7.9095105,10.0640725,11.0
1847,F,0.875,0.675,0.2375,4.876114,2.11203775,1.20485375,1.984465,6.0
1848,I,0.7875,0.575,0.175,3.3168915,1.5025235,0.86465975,1.13398,5.0
1849,M,1.525,1.1875,0.4,29.8520235,12.927372,7.597666,8.50485,8.0
1850,I,1.125,0.875,0.3,14.78426425,6.33611325,3.345241,3.5436875,7.0
1851,F,1.425,1.1,0.3625,27.82503425,11.1413535,6.08096775,8.221355,10.0
1852,F,1.45,1.125,0.35,27.0170735,13.42348825,6.80388,7.2291225,10.0
1853,M,1.5,1.225,0.45,32.16250775,14.67086625,7.257472,8.9867915,9.0
1854,M,1.4375,1.1125,0.35,26.23746225,10.78698475,6.59125875,7.7961125,9.0
1855,I,1.25,1.0,0.3125,15.87572,6.4920355,3.8838815,4.876114,11.0
1856,I,1.275,0.975,0.3125,16.40018575,7.55514175,3.01922175,4.819415,10.0
1857,I,0.675,0.4875,0.15,2.84912475,1.20485375,0.4819415,0.850485,5.0
1858,M,1.35,1.1,0.4,28.803092,10.77281,6.2652395,9.922325,12.0
1859,I,1.35,1.0125,0.3375,19.1926115,8.0796075,4.12485225,5.953395,10.0
1860,F,1.2875,1.0,0.35,16.42853525,6.066793,3.7137845,5.953395,12.0
1861,I,0.475,0.325,0.1375,0.89300925,0.29766975,0.18427175,0.35436875,4.0
1862,F,1.6125,1.2625,0.4625,50.6605565,23.23241525,11.38232425,11.056305,11.0
1863,I,0.7375,0.5375,0.175,3.86970675,1.63009625,0.83631025,0.9922325,6.0
1864,M,1.225,0.9625,0.3125,18.71067,6.05261825,4.89028875,5.386405,14.0
1865,I,1.2,0.925,0.3,15.87572,7.93786,3.04757125,4.43669675,7.0
1866,I,1.0375,0.7875,0.2625,11.793392,5.37223025,2.26796,3.118445,7.0
1867,M,1.3625,1.0625,0.35,22.4244545,10.8578585,5.3580555,6.123492,8.0
1868,M,1.3125,1.0,0.3125,17.70426275,8.164656,3.64291075,4.819415,8.0
1869,I,1.35,1.0625,0.4125,21.72989175,7.3992195,5.76912325,7.7961125,13.0
1870,I,0.875,0.6375,0.2,5.0745605,1.871067,1.48834875,1.70097,11.0
1871,M,1.4125,1.125,0.35,24.607366,11.18387775,4.4508715,7.37087,8.0
1872,M,1.375,1.05,0.3625,22.055911,9.90815025,4.8477645,6.23689,10.0
1873,I,1.2125,0.9375,0.275,14.1464005,6.917278,3.30271675,4.53592,8.0
1874,I,1.2875,0.9875,0.2875,17.70426275,9.42620875,3.6003865,4.819415,8.0
1875,I,0.95,0.7125,0.2125,6.44951125,2.65067825,1.31825175,1.984465,6.0
1876,I,1.1,0.825,0.25,13.73533275,6.4920355,2.87747425,3.35941575,7.0
1877,F,1.6,1.1875,0.3875,27.39979175,12.40290625,5.329706,8.97261675,8.0
1878,M,0.925,0.725,0.225,7.144074,2.96252275,1.7293195,2.16873675,8.0
1879,F,1.5875,1.25,0.4375,36.61337925,16.896302,8.164656,11.7650425,10.0
1880,F,1.175,0.8875,0.325,13.53688625,6.4920355,2.50893075,3.8271825,8.0
1881,M,1.5,1.15,0.4125,30.94347925,11.736693,6.0384435,9.4970825,12.0
1882,M,1.45,1.1125,0.375,23.57260925,11.6516445,5.00368675,6.80388,8.0
1883,I,0.975,0.725,0.2375,7.144074,2.67902775,1.70097,2.26796,6.0
1884,F,1.1875,0.875,0.4125,23.11901725,10.4609655,4.46504625,5.2446575,9.0
1885,F,1.15,0.875,0.3,11.8217415,4.7343665,2.93417325,3.33106625,10.0
1886,I,0.9,0.675,0.225,5.31553125,2.2963095,1.304077,1.644271,6.0
1887,I,0.925,0.7,0.225,7.98038425,3.55786225,1.48834875,2.2963095,7.0
1888,M,1.5625,1.225,0.3875,31.638042,14.27397325,7.75358825,9.355335,10.0
1889,F,1.125,0.8625,0.3,13.8062065,5.45727875,3.01922175,4.706017,13.0
1890,F,1.425,1.0875,0.4125,29.69610125,13.59358525,7.2858215,7.654365,11.0
1891,F,1.5375,1.1875,0.3625,33.0271675,17.90270925,6.64795775,8.50485,11.0
1892,F,1.1625,0.9,0.275,13.8062065,5.443104,2.96252275,4.3941725,8.0
1893,F,1.3125,1.025,0.3125,18.01610725,9.6671795,4.23825025,5.2446575,7.0
1894,M,1.6125,1.2875,0.4,38.76794125,16.839603,9.979024,10.1207715,11.0
1895,I,0.4625,0.3375,0.1125,0.793786,0.3118445,0.21262125,0.283495,4.0
1896,M,1.525,1.2125,0.4125,29.69610125,11.8784405,8.391452,8.9300925,14.0
1897,F,1.4625,1.0875,0.3375,23.586784,12.34620725,5.00368675,5.6982495,10.0
1898,M,1.4,1.075,0.35,21.8007655,9.25611175,5.25883225,5.386405,10.0
1899,F,1.6,1.25,0.4375,35.50774875,14.67086625,8.164656,10.489315,10.0
1900,M,1.4375,1.025,0.325,20.0997955,9.31281075,4.77689075,5.6699,8.0
1901,I,1.1,0.8,0.25,11.5382465,4.8477645,2.608154,2.9199985,6.0
1902,M,1.4,1.1,0.3125,28.7180435,14.288148,5.8683465,6.463686,8.0
1903,F,1.2125,0.925,0.325,14.5432935,5.88252125,3.685435,4.3941725,11.0
1904,I,1.2875,1.0125,0.3625,18.75319425,8.63242275,4.3941725,5.54232725,8.0
1905,I,0.925,0.6875,0.2125,6.6054335,2.76407625,1.11980525,1.984465,6.0
1906,M,1.45,1.1375,0.3875,27.71163625,12.40290625,6.19436575,7.654365,12.0
1907,M,1.6375,1.3125,0.4875,46.379782,17.61921425,11.38232425,12.0485375,10.0
1908,F,1.55,1.2125,0.425,34.68561325,15.03940975,6.2085405,9.355335,12.0
1909,M,1.6625,1.3125,0.4625,41.8863863,17.7184375,10.16329575,11.7650425,13.0
1910,I,0.9625,0.7,0.225,7.6260155,3.44446425,1.6726205,2.1262125,6.0
1911,M,1.1875,0.875,0.325,14.75591475,5.68407475,3.27436725,5.2446575,10.0
1912,F,1.4875,1.1875,0.4375,31.19862475,13.5227115,7.52679225,9.4970825,10.0
1913,I,1.4125,1.0875,0.4375,24.38057,7.7961125,5.783298,7.7961125,18.0
1914,I,1.075,0.8,0.2875,10.886208,4.0539785,2.2963095,2.83495,8.0
1915,I,1.4,1.05,0.375,22.11261,8.54737425,4.77689075,7.7961125,13.0
1916,F,1.4125,1.2125,0.4125,27.68328675,11.75086775,5.1879585,9.7805775,12.0
1917,F,1.6625,1.2625,0.4,39.70347475,17.8885345,8.49067525,9.752228,12.0
1918,I,0.9375,0.725,0.25,7.654365,3.44446425,1.4458245,2.1262125,6.0
1919,M,1.5875,1.3,0.4375,38.68289275,14.78426425,7.7394135,10.3475675,12.0
1920,M,1.5,1.1875,0.4375,36.117263,14.926978,7.994559,10.3475675,23.0
1921,I,0.8125,0.5,0.175,4.252425,1.70097,0.69456275,0.97805775,6.0
1922,I,1.1375,0.875,0.325,13.437663,5.68407475,3.118445,3.5436875,8.0
1923,F,1.2625,1.0125,0.35,19.107563,9.76640275,3.81300775,5.10291,10.0
1924,M,0.925,0.7125,0.2125,6.81805475,2.7499015,1.70097,1.984465,6.0
1925,M,1.5625,1.275,0.4875,35.50774875,16.5844575,7.35669525,9.355335,12.0
1926,F,1.4125,1.1,0.3375,26.2232875,10.432616,6.690482,7.7961125,12.0
1927,F,1.675,1.3625,0.475,47.400364,19.83047525,8.391452,13.891255,16.0
1928,M,1.575,1.2125,0.4375,35.81959325,15.03940975,7.98038425,9.63883,11.0
1929,F,1.575,1.2625,0.4,32.715323,14.061352,7.24329725,8.7599955,11.0
1930,I,0.8875,0.65,0.2375,6.30776375,2.65067825,1.60174675,2.26796,8.0
1931,F,1.2375,0.9875,0.325,15.66309875,6.3786375,3.7137845,4.9611625,6.0
1932,F,1.5375,1.175,0.4125,28.973189,13.16834275,6.67630725,8.6465975,13.0
1933,F,1.5375,1.1875,0.4,30.4190135,14.84096325,5.556502,8.6465975,10.0
1934,I,1.25,0.95,0.3125,14.61416725,5.8116475,3.04757125,4.6776675,8.0
1935,I,0.95,0.725,0.2,7.24329725,3.41611475,1.7293195,2.26796,8.0
1936,F,1.25,1.0,0.3375,21.0069795,10.6877615,4.06815325,4.69184225,9.0
1937,M,1.5125,1.1875,0.35,29.993771,12.94154675,6.42116175,8.50485,10.0
1938,M,1.0125,0.775,0.275,8.50485,3.40194,1.80019325,2.6365035,10.0
1939,F,1.7375,1.4,0.45,52.09220625,16.782904,11.283101,14.17475,17.0
1940,M,1.4375,1.1375,0.4,24.39474475,9.8372765,6.7755305,7.427569,10.0
1941,F,1.375,1.0625,0.3625,23.8986285,11.6516445,5.00368675,6.80388,11.0
1942,F,1.45,1.175,0.3875,31.62386725,14.5999925,6.973977,8.6465975,8.0
1943,M,1.3125,1.05,0.4125,22.89222125,7.24329725,3.98310475,9.4970825,18.0
1944,I,0.8,0.6,0.1625,4.09650275,1.82854275,0.86465975,1.417475,5.0
1945,I,0.6875,0.5,0.2,2.721552,1.0489315,0.52446575,0.850485,6.0
1946,M,1.6625,1.2625,0.4125,38.20095125,16.23008875,9.00096625,10.20582,11.0
1947,M,1.1,0.85,0.2625,10.4609655,4.37999775,2.097863,3.40194,10.0
1948,F,1.625,1.25,0.425,34.9549335,14.44407025,6.747181,10.489315,20.0
1949,I,1.125,0.875,0.2875,12.09106175,5.5281525,2.45223175,4.1106775,9.0
1950,M,1.725,1.3625,0.475,40.78075575,18.5689225,10.20582,11.056305,10.0
1951,I,1.025,0.8125,0.275,8.32057825,3.96893,1.8994165,2.9766975,7.0
1952,F,1.4125,1.1,0.4,31.62386725,15.1669825,7.7394135,7.9095105,10.0
1953,M,1.4,1.1875,0.4125,29.41260625,12.3320325,5.82582225,9.2135875,11.0
1954,M,1.4375,1.1625,0.35,28.91649,13.42348825,5.68407475,7.7961125,9.0
1955,I,0.4875,0.3625,0.1125,0.86465975,0.3118445,0.226796,0.283495,4.0
1956,M,1.575,1.1875,0.375,27.499015,9.87980075,5.9817445,8.278054,11.0
1957,F,1.6125,1.3,0.45,40.5681345,17.98775775,8.6465975,11.3398,14.0
1958,I,1.3125,0.975,0.325,18.6256215,9.525432,4.40834725,5.10291,9.0
1959,F,1.5375,1.1875,0.425,28.066005,11.0846545,6.59125875,8.788345,14.0
1960,M,1.2875,1.0,0.325,16.839603,8.3064035,3.72795925,5.5281525,8.0
1961,I,1.0,0.775,0.2375,9.128539,3.912231,2.11203775,2.83495,7.0
1962,I,0.8625,0.6375,0.225,5.68407475,2.211261,1.6159215,1.70097,6.0
1963,M,1.1375,0.9375,0.3,16.42853525,7.8528115,4.082328,4.6776675,11.0
1964,M,1.35,1.025,0.3375,18.72484475,8.6465975,4.63514325,5.2446575,10.0
1965,I,0.95,0.6875,0.225,9.525432,4.06815325,1.7860185,2.3530085,7.0
1966,M,1.525,1.2,0.4125,33.46658475,14.2030995,6.690482,9.07184,9.0
1967,M,1.2875,0.95,0.3,14.0330025,6.8322295,3.24601775,4.3941725,8.0
1968,M,1.425,1.1125,0.3375,21.9708625,9.752228,4.592619,7.2291225,9.0
1969,F,1.4875,1.125,0.475,38.42774725,13.380964,7.7961125,11.90679,17.0
1970,F,1.375,1.075,0.3375,22.622901,9.752228,4.60679375,6.23689,10.0
1971,I,1.0,0.8125,0.25,9.02931575,4.5075705,1.8994165,2.9766975,7.0
1972,M,1.8,1.4375,0.45,49.384829,24.79163775,9.525432,13.437663,8.0
1973,I,1.25,0.9375,0.25,18.24290325,8.57572375,3.01922175,4.252425,8.0
1974,M,1.775,1.375,0.475,44.43784125,17.08057375,10.19164525,13.4660125,11.0
1975,M,1.475,1.15,0.3875,31.19862475,14.628342,6.13766675,7.04485075,10.0
1976,I,1.3125,1.0,0.3,17.463292,7.92368525,3.04757125,5.953395,8.0
1977,I,0.9,0.6875,0.2125,7.144074,3.01922175,1.7293195,1.757669,5.0
1978,M,1.575,1.225,0.4375,35.096681,18.9091165,7.2858215,9.07184,10.0
1979,M,1.8,1.4375,0.4875,49.54075125,24.39474475,10.6877615,11.24057675,11.0
1980,I,1.175,0.9375,0.275,13.53688625,5.00368675,2.42388225,4.252425,8.0
1981,I,0.9625,0.7375,0.2375,7.72523875,2.90582375,1.63009625,2.4097075,6.0
1982,F,1.6125,1.1875,0.375,33.6508565,15.592225,7.7394135,8.66077225,10.0
1983,I,1.1125,0.8125,0.275,10.81533425,4.5642695,2.14038725,3.2601925,7.0
1984,I,1.0625,0.7625,0.2625,10.319218,4.72019175,2.22543575,2.83495,6.0
1985,I,1.225,0.9625,0.35,15.74814725,6.6621325,3.61456125,5.0178615,8.0
1986,F,1.5375,1.1875,0.4125,31.808139,14.16057525,6.2652395,8.9300925,9.0
1987,I,0.9375,0.7125,0.2125,6.23689,2.42388225,1.37495075,1.984465,7.0
1988,M,1.6125,1.2125,0.4375,36.117263,14.628342,8.77417025,10.489315,9.0
1989,I,1.0125,0.75,0.2125,7.95203475,2.7499015,1.45999925,2.05533875,9.0
1990,F,1.475,1.2125,0.5375,37.364641,12.927372,7.52679225,12.85649825,17.0
1991,M,1.25,0.975,0.325,17.08057375,8.63242275,3.33106625,4.29494925,8.0
1992,I,0.875,0.6625,0.225,7.2858215,2.73572675,1.77184375,1.984465,7.0
1993,I,1.125,0.875,0.3,12.7856245,5.34388075,2.4664065,3.118445,7.0
1994,F,1.55,1.175,0.4,27.499015,12.40290625,6.13766675,7.2291225,8.0
1995,M,1.4,1.1125,0.3125,25.44367625,13.65028425,5.8116475,6.7755305,8.0
1996,I,1.0,0.7625,0.2875,8.12213175,3.24601775,1.97029025,2.551455,6.0
1997,F,1.5125,1.1875,0.4125,30.34813975,11.736693,5.2446575,10.20582,10.0
1998,M,1.2875,1.0,0.3,23.51591025,8.278054,4.649318,7.93786,11.0
1999,M,1.6,1.2375,0.4375,41.23434775,18.5122235,8.60407325,10.61688775,10.0
2000,I,0.9,0.675,0.2,5.10291,2.26796,1.09145575,1.8427175,7.0
2001,I,0.675,0.5125,0.1875,2.67902775,1.26155275,0.52446575,0.850485,4.0
2002,F,1.5125,1.1875,0.3875,29.21415975,12.1052365,5.42892925,8.9300925,13.0
2003,F,1.575,1.225,0.4125,37.0527965,12.28950825,8.901743,10.20582,13.0
2004,I,1.2875,0.9875,0.3125,16.71203025,7.9095105,3.78465825,3.742134,8.0
2005,M,1.25,0.95,0.325,16.68368075,6.180191,3.86970675,5.10291,12.0
2006,I,0.8875,0.6625,0.1875,5.03203625,2.22543575,1.14815475,1.5592225,7.0
2007,M,1.6125,1.2875,0.4125,43.70075425,18.4555245,10.546014,10.70193625,10.0
2008,F,1.55,1.1625,0.375,32.44600275,13.13999325,7.2291225,8.6465975,8.0
2009,M,1.7375,1.375,0.4875,49.32813,20.2131935,10.375917,15.6772735,11.0
2010,M,1.4125,1.1,0.425,27.839209,10.149121,5.20213325,9.355335,13.0
2011,F,1.4125,1.1375,0.3875,32.0065855,13.8062065,6.010094,8.3631025,13.0
2012,I,1.2625,1.0125,0.35,17.7751365,7.3425205,3.50116325,5.5281525,9.0
2013,F,1.6875,1.3,0.475,45.71356875,16.612807,8.561549,12.03436275,18.0
2014,I,1.25,1.0,0.3375,16.9813505,6.76135575,3.27436725,5.2446575,10.0
2015,I,0.9375,0.725,0.225,7.0023265,2.7499015,1.247378,2.26796,8.0
2016,M,1.5,1.2,0.3875,33.849303,13.154168,8.9300925,9.4970825,11.0
2017,M,1.425,1.15,0.375,28.76056775,11.6516445,6.98815175,8.3631025,10.0
2018,I,0.85,0.65,0.2125,4.89028875,2.02698925,1.51669825,1.984465,7.0
2019,F,1.65,1.325,0.425,39.02308675,17.08057375,8.43397625,11.90679,9.0
2020,F,1.625,1.3,0.475,42.297454,20.36911575,9.015141,11.963489,10.0
2021,M,1.5875,1.2,0.475,36.55668025,13.947954,7.6260155,13.891255,17.0
2022,I,0.8625,0.6625,0.225,6.180191,2.11203775,1.5025235,1.984465,5.0
2023,M,1.4625,1.0875,0.35,25.51455,13.16834275,5.7549485,6.23689,8.0
2024,F,1.5375,1.1875,0.375,29.97959625,12.60135275,6.87475375,8.788345,10.0
2025,F,1.7875,1.4125,0.5,58.75433875,26.97454925,12.8423235,14.74174,10.0
2026,I,1.0375,0.7625,0.2875,9.73805325,4.29494925,2.25378525,2.62232875,7.0
2027,I,0.525,0.375,0.1375,1.45999925,0.56699,0.3118445,0.3685435,6.0
2028,F,1.4375,1.15,0.4,28.8314415,15.4504775,7.69688925,7.654365,9.0
2029,M,1.4625,1.15,0.35,28.76056775,13.16834275,6.1518415,7.64019025,11.0
2030,F,1.4,1.125,0.3625,26.32251075,9.62465525,6.577084,8.50485,15.0
2031,I,0.9375,0.675,0.2125,6.81805475,2.83495,1.11980525,1.984465,7.0
2032,F,1.7,1.375,0.45,47.62716,21.33299875,10.9712565,12.47378,9.0
2033,F,1.65,1.2625,0.4375,37.37881575,16.48523425,7.86698625,13.891255,9.0
2034,I,1.175,0.925,0.3125,12.74310025,4.63514325,2.5231055,4.082328,11.0
2035,F,1.5625,1.3,0.475,39.39027,18.21455375,8.9300925,10.20582,13.0
2036,M,1.4375,1.175,0.3875,27.39979175,10.21999475,5.556502,9.2135875,12.0
2037,M,1.3375,1.0,0.35,21.659018,9.05766525,4.35164825,5.2446575,9.0
2038,M,1.3125,1.0,0.325,20.25571775,9.7238785,4.89028875,5.5281525,9.0
2039,I,0.75,0.55,0.175,3.38776525,1.474174,1.190679,0.9922325,6.0
2040,M,1.3,1.025,0.35,20.69377475,8.4198015,4.8477645,5.6699,13.0
2041,F,1.4125,1.125,0.3125,28.292801,13.65028425,5.76912325,7.93786,9.0
2042,I,0.525,0.375,0.125,1.190679,0.49611625,0.340194,0.4252425,6.0
2043,I,1.2125,0.9375,0.3125,16.28678775,8.0796075,3.2601925,4.9611625,9.0
2044,I,1.0625,0.8125,0.275,10.0073735,4.94698775,2.05533875,2.83495,8.0
2045,M,1.175,0.925,0.375,15.35125425,4.9611625,4.5075705,5.216308,17.0
2046,M,1.3125,1.025,0.425,22.38193025,8.561549,4.479221,6.0951425,14.0
2047,F,1.4375,1.125,0.3625,23.81358,11.396499,4.86193925,6.3786375,9.0
2048,F,1.3625,1.025,0.35,21.38969775,9.82310175,4.26659975,5.839997,8.0
2049,F,1.4,1.0,0.35,22.21183325,9.76640275,4.57844425,5.953395,9.0
2050,I,1.2375,0.9375,0.3125,15.74814725,6.7755305,3.2601925,4.2240755,8.0
2051,F,1.1,0.8,0.275,11.2547515,4.63514325,2.5231055,3.40194,8.0
2052,F,1.6625,1.3125,0.55,41.00755175,17.4349425,9.355335,12.6155275,12.0
2053,I,0.5875,0.425,0.125,1.23320325,0.58116475,0.453592,0.43941725,3.0
2054,F,1.725,1.35,0.5125,50.53298375,23.31746375,10.149121,14.74174,12.0
2055,M,1.65,1.3125,0.425,35.13920525,17.61921425,7.3425205,8.9300925,10.0
2056,F,1.55,1.2125,0.4375,34.37376875,16.499409,8.221355,8.9300925,11.0
2057,M,1.35,1.0625,0.4375,22.396105,7.01650125,4.63514325,8.788345,14.0
2058,M,1.725,1.2625,0.5,43.0628905,18.92329125,11.46737275,11.1980525,14.0
2059,M,1.3375,1.075,0.35,21.38969775,9.31281075,4.6209685,6.42116175,9.0
